ID,Q1_SSC_GPA,Q2_Secondary_School_Name,EIIN,Q3_School_Location,A1_Gender,A2_Home_Location,A3_Group_Type,A4_Medium_of_Education,B1_Monthly_Family_Income,B2_Father_Education,B3_Mother_Education,B4_Father_Occupation,B5_Received_Stipend,B6_Quiet_Study_Place_At_Home,C1_Class_Attendance_Rate,C2_Daily_Self_Study_Hours,C3_Repeated_Any_Class,C4_Regular_Homework_Completion,D1_Private_Tutor_At_Home,D2_Attended_Coaching_Center,D3_Used_Suggestion_Or_Guide_Books,D4_Extra_Classes_At_School,E0_Owned_Smartphone,E1_Internet_Access,E2_Daily_Internet_Usage_Hours,E3_Social_Media_Account,E4_Primary_Purpose_of_Internet,F1_School_Lab_Facility,F2_School_Library_Facility,F3_Departmental_Teacher_Count,F4_Class_Student_Count,G1_Understand_Difficult_Subjects,G2_Confidence_In_Core_Concepts,G3_Master_School_Skills,G4_Perform_Better_Than_Peers,G5_Confidence_In_Exam_Questions,G6_Nervous_Forget_Concepts,G7_Anxious_Insomnia_Before_Exam,G8_Anxious_Under_Pressure_Despite_Studying,G9_Peaceful_During_Exam,G10_Parents_Encouraged_Hard_Work,G11_Family_Interested_In_Progress,G12_Parents_Provided_Study_Materials,G13_Family_Discussed_School_Progress,Appeared,Passed,Pass rate,GPA_5,GPA_%,Appeared_numeric,Passed_numeric,Pass rate_numeric,GPA_%_numeric,Calculated_pass_rate,Pass_rate_difference,Calculated_GPA5_percentage,Calculated_pass_rate_check,Pass_rate_difference_check,G1_Understand_Difficult_Subjects_score,G2_Confidence_In_Core_Concepts_score,G3_Master_School_Skills_score,G4_Perform_Better_Than_Peers_score,G5_Confidence_In_Exam_Questions_score,G6_Nervous_Forget_Concepts_score,G7_Anxious_Insomnia_Before_Exam_score,G8_Anxious_Under_Pressure_Despite_Studying_score,G9_Peaceful_During_Exam_score,G10_Parents_Encouraged_Hard_Work_score,G11_Family_Interested_In_Progress_score,G12_Parents_Provided_Study_Materials_score,G13_Family_Discussed_School_Progress_score,G9_Peaceful_During_Exam_reverse,Academic_Self_Efficacy_Score,Exam_Anxiety_Score,Family_Academic_Support_Score,Target_numeric
381,3.00 - 4.49,JONAIL M.L.HIGH SCHOOL.,123912,Village (Rural),Female,Rural Area,Arts (Humanities),Bangla Medium,Below 15000 TK,Primary,No Institutional Education,Agriculture,Yes,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Available,Not Available,6,40,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,116,96,83%,6,6%,116.0,96.0,83.0,6.0,82.75862068965517,0.24137931034482563,6.25,82.75862068965517,0.24137931034482563,4,4,4,4,4,3,3,3,4,3,3,4,4,2,4.0,2.75,3.5,1
382,3.00 - 4.49,Subidkhali Govt Rahman Ishaque Pilot High School,102409,Town/City (Urban),Female,Urban Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,Yes,Yes,No,No,No,Never_Use,No,Never_USe,Available,Not Available,3,60,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,135,118,87%,20,17%,135.0,118.0,87.0,17.0,87.4074074074074,-0.4074074074074048,16.94915254237288,87.4074074074074,-0.4074074074074048,4,4,4,3,4,4,4,4,2,5,5,4,4,4,3.8,4.0,4.5,1
383,3.00 - 4.49,SHAHJAHANPUR HIGH SCHOOL,129477,Village (Rural),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Very Low / Rarely,Yes,Yes,Yes,No,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Available,Available,5,60,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,158,139,88%,11,8%,158.0,139.0,88.0,8.0,87.9746835443038,0.025316455696199114,7.913669064748201,87.9746835443038,0.025316455696199114,4,4,4,4,4,5,5,1,5,5,5,5,4,1,4.0,3.0,4.75,1
384,3.00 - 4.49,"Dewaliabari AKM Mozammel Haque High School,",135233,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Primary,Business / Self-employed,No,Yes,Below 60%,Less than 2 Hours,No,Sometimes,No,Yes,No,No,No,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Not Available,4,60,Strongly Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,76,57,75%,3,5%,76.0,57.0,75.0,5.0,75.0,0.0,5.263157894736842,75.0,0.0,5,4,4,2,3,5,5,5,4,4,3,4,4,2,3.6,4.25,3.75,1
385,3.00 - 4.49,"Dewaliabari AKM Mozammel Haque High School,",135233,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,2 - 4 Hours,No,Always,No,Yes,Yes,No,No,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,4,60,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,76,57,75%,3,5%,76.0,57.0,75.0,5.0,75.0,0.0,5.263157894736842,75.0,0.0,3,4,4,2,4,2,2,3,4,3,4,4,3,2,3.4,2.25,3.5,1
386,3.00 - 4.49,Vannara Junior High School,134516,Town/City (Urban),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,No,No,Never_Use,Yes,Never_USe,Not Available,Not Available,5,40,Neutral,Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,111,63,57%,2,2%,111.0,63.0,57.0,2.0,56.75675675675676,0.2432432432432421,3.1746031746031744,56.75675675675676,0.2432432432432421,3,4,4,2,4,2,3,4,3,4,4,4,3,3,3.4,3.0,3.75,1
387,3.00 - 4.49,Tengashia High School,127995,Village (Rural),Male,Rural Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,Primary,Primary,Business / Self-employed,Yes,Yes,Below 60%,Less than 2 Hours,No,Very Low / Rarely,Yes,No,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Available,Available,4,70,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,137,95,69%,6,6%,137.0,95.0,69.0,6.0,69.34306569343066,-0.34306569343065973,6.315789473684211,69.34306569343066,-0.34306569343065973,5,4,4,3,3,3,1,2,4,3,4,3,2,2,3.8,2.0,3.0,1
388,3.00 - 4.49,Sristy Education Family,134012,Town/City (Urban),Male,Urban Area,Arts (Humanities),Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Primary,Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Available,Available,3,35,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,111,63,57%,2,2%,111.0,63.0,57.0,2.0,56.75675675675676,0.2432432432432421,3.1746031746031744,56.75675675675676,0.2432432432432421,4,4,4,4,2,4,4,4,4,4,4,4,4,2,3.6,3.5,4.0,1
389,3.00 - 4.49,Purba Nawdoba Public High School,113657,Village (Rural),Male,Rural Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,No Institutional Education,No Institutional Education,Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,No,Yes,2 - 4 Hours,Yes,Both Equally,Available,Not Available,3,70,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,149,99,66%,1,1%,149.0,99.0,66.0,1.0,66.44295302013423,-0.442953020134226,1.0101010101010102,66.44295302013423,-0.442953020134226,4,4,3,4,3,3,3,4,3,5,5,4,3,3,3.6,3.25,4.25,1
390,3.00 - 4.49,Matrichhaya Viddyaniketon,135107,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Primary,Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,No,Yes,More than 4 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,4,30,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,149,99,66%,1,1%,149.0,99.0,66.0,1.0,66.44295302013423,-0.442953020134226,1.0101010101010102,66.44295302013423,-0.442953020134226,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4.0,3.75,3.75,1
391,3.00 - 4.49,Matrichhaya Viddyaniketon,135107,Town/City (Urban),Female,Rural Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Very Low / Rarely,Yes,Yes,Yes,Yes,No,No,Never_Use,Yes,Never_USe,Not Available,Not Available,4,45,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,149,99,66%,1,1%,149.0,99.0,66.0,1.0,66.44295302013423,-0.442953020134226,1.0101010101010102,66.44295302013423,-0.442953020134226,4,4,4,4,4,1,5,1,5,5,5,5,1,1,4.0,2.0,4.0,1
392,3.00 - 4.49,Panchkitta High School,106015,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Primary,Secondary (SSC or Below),Agriculture,No,No,Below 60%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,No,No,Never_Use,No,Never_USe,Not Available,Not Available,2,24,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,99,64,65%,1,65%,99.0,64.0,65.0,65.0,64.64646464646465,0.3535353535353494,1.5625,64.64646464646465,0.3535353535353494,4,4,4,4,4,5,4,4,3,4,4,4,4,3,4.0,4.0,4.0,1
393,4.50 - 5.00,Geramara Gohailbari Sabuj Sena High School,114468,Village (Rural),Female,Rural Area,Science,Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Agriculture,No,No,75% or Above,More than 4 Hours,No,Always,No,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,5,70,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,319,202,63%,5,3%,319.0,202.0,63.0,3.0,63.322884012539184,-0.3228840125391841,2.4752475247524752,63.322884012539184,-0.3228840125391841,4,4,4,4,4,3,4,4,2,5,5,5,5,4,4.0,3.75,5.0,2
394,4.50 - 5.00,Gram Bangla Biddaloy,138632,Town/City (Urban),Male,Rural Area,Science,Bangla Medium,Below 15000 TK,Primary,Secondary (SSC or Below),Job (Government or Private),No,No,75% or Above,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,6,80,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,102,76,75%,2,2%,102.0,76.0,75.0,2.0,74.50980392156863,0.49019607843136725,2.631578947368421,74.50980392156863,0.49019607843136725,5,5,5,4,4,2,1,2,2,5,4,5,4,4,4.6,2.25,4.5,2
395,3.00 - 4.49,Deuatala Secondary School,116841,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Primary,Primary,Business / Self-employed,Yes,No,Below 60%,2 - 4 Hours,No,Sometimes,Yes,Yes,Yes,Yes,No,Yes,More than 4 Hours,Yes,Both Equally,Available,Available,4,70,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Disagree,51,41,80%,2,5%,51.0,41.0,80.0,5.0,80.3921568627451,-0.39215686274509665,4.878048780487805,80.3921568627451,-0.39215686274509665,5,3,3,3,3,4,3,3,4,2,4,4,2,2,3.4,3.0,3.0,1
396,3.00 - 4.49,Sreepur Kachichura High School,111460,Town/City (Urban),Male,Urban Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,No Institutional Education,Primary,Others,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,Yes,Yes,No,Yes,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,5,60,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,41,26,63%,0,0%,41.0,26.0,63.0,0.0,63.41463414634146,-0.4146341463414629,0.0,63.41463414634146,-0.4146341463414629,4,4,4,3,4,2,4,2,4,4,4,4,4,2,3.8,2.5,4.0,1
397,3.00 - 4.49,Sreepur Kachichura High School,111460,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),Yes,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,Yes,No,No,No,No,Never_Use,No,Never_USe,Not Available,Not Available,5,50,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,41,26,63%,0,0%,41.0,26.0,63.0,0.0,63.41463414634146,-0.4146341463414629,0.0,63.41463414634146,-0.4146341463414629,1,1,1,1,1,2,1,1,1,1,1,1,2,5,1.0,2.25,1.25,1
398,3.00 - 4.49,Sharmara Nasir Uddin high school,109684,Village (Rural),Female,Rural Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,Less than 2 Hours,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,4,47,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,100,73,73%,2,2%,100.0,73.0,73.0,2.0,73.0,0.0,2.73972602739726,73.0,0.0,4,3,4,5,4,2,2,3,3,5,5,5,2,3,4.0,2.5,4.25,1
399,3.00 - 4.49,Shaligari High School,128216,Town/City (Urban),Male,Rural Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,Primary,Secondary (SSC or Below),Job (Government or Private),No,No,60% - 75%,Less than 2 Hours,No,Sometimes,No,Yes,Yes,No,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Available,5,60,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,58,46,79%,2,3%,58.0,46.0,79.0,3.0,79.3103448275862,-0.3103448275862064,4.3478260869565215,79.3103448275862,-0.3103448275862064,4,4,4,4,3,4,4,4,2,3,3,4,3,4,3.8,4.0,3.25,1
400,3.00 - 4.49,Khaserhat Abul Hossain School & College,110656,Village (Rural),Male,Rural Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,Primary,Secondary (SSC or Below),Others,No,Yes,Below 60%,2 - 4 Hours,Yes,Sometimes,No,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Available,Available,5,70,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Disagree,165,113,68%,3,3%,165.0,113.0,68.0,3.0,68.48484848484848,-0.4848484848484844,2.6548672566371683,68.48484848484848,-0.4848484848484844,4,4,3,3,3,4,4,5,2,4,3,3,2,4,3.4,4.25,3.0,1
401,3.00 - 4.49,Pankata Hatem Ali High School,114385,Village (Rural),Female,Rural Area,Arts (Humanities),Bangla Medium,Below 15000 TK,Primary,Primary,Agriculture,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,No,Yes,2 - 4 Hours,No,Social Media / Entertainment,Not Available,Not Available,6,40,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,41,9,22%,1,3%,41.0,9.0,22.0,3.0,21.951219512195124,0.048780487804876316,11.11111111111111,21.951219512195124,0.048780487804876316,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4.0,4.0,4.0,1
402,3.00 - 4.49,Boali Narendra Narayan High School,109083,Village (Rural),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Agriculture,No,Yes,60% - 75%,Less than 2 Hours,No,Sometimes,No,No,Yes,No,No,No,Never_Use,No,Never_USe,Not Available,Not Available,5,50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,89,63,71%,1,1%,89.0,63.0,71.0,1.0,70.78651685393258,0.2134831460674178,1.5873015873015872,70.78651685393258,0.2134831460674178,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4.0,3.75,4.0,1
403,3.00 - 4.49,Boali Narendra Narayan High School,109083,Village (Rural),Male,Urban Area,Commerce,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,No,Yes,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Not Available,1,14,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,89,63,71%,1,1%,89.0,63.0,71.0,1.0,70.78651685393258,0.2134831460674178,1.5873015873015872,70.78651685393258,0.2134831460674178,4,4,3,4,4,2,2,4,4,4,4,4,3,2,3.8,2.5,3.75,1
404,3.00 - 4.49,J.s. High School,115299,Town/City (Urban),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,Less than 2 Hours,No,Sometimes,Yes,No,Yes,No,Yes,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,2,20,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,80,64,80%,14,15%,80.0,64.0,80.0,15.0,80.0,0.0,21.875,80.0,0.0,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4.0,3.25,3.75,1
405,3.00 - 4.49,Araigonj Azim High School and College,109079,Village (Rural),Female,Rural Area,Arts (Humanities),Bangla Medium,Below 15000 TK,Primary,Primary,Agriculture,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Available,Available,4,55,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,161,105,66%,4,4%,161.0,105.0,66.0,4.0,65.21739130434783,0.7826086956521721,3.8095238095238098,65.21739130434783,0.7826086956521721,4,4,4,2,4,5,5,3,4,5,1,4,3,2,3.6,3.75,3.25,1
406,3.00 - 4.49,Baharpur Girls High School,113257,Village (Rural),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Primary,Job (Government or Private),No,No,60% - 75%,Less than 2 Hours,No,Sometimes,No,No,Yes,No,No,No,Never_Use,No,Never_USe,Available,Not Available,4,40,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Disagree,97,81,84%,9,11%,97.0,81.0,84.0,11.0,83.50515463917526,0.4948453608247405,11.11111111111111,83.50515463917526,0.4948453608247405,4,4,4,4,4,5,5,5,2,5,3,4,2,4,4.0,4.75,3.5,1
407,3.00 - 4.49,Kokdahara High School,114287,Village (Rural),Male,Rural Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Very Low / Rarely,Yes,No,Yes,No,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Not Available,3,40,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,110,69,63%,1,1%,110.0,69.0,63.0,1.0,62.727272727272734,0.27272727272726627,1.4492753623188406,62.727272727272734,0.27272727272726627,4,4,4,4,4,3,3,3,4,4,4,4,4,2,4.0,2.75,4.0,1
408,3.00 - 4.49,Chapair B B High School,109072,Village (Rural),Male,Rural Area,Science,Bangla Medium,Below 15000 TK,Primary,Primary,Agriculture,No,Yes,Below 60%,2 - 4 Hours,No,Sometimes,No,No,No,No,No,No,Never_Use,No,Never_USe,Available,Available,4,50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,134,102,76%,7,6%,134.0,102.0,76.0,6.0,76.11940298507463,-0.11940298507462899,6.862745098039216,76.11940298507463,-0.11940298507462899,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4.0,4.0,4.0,1
409,Below 3.00,Chapair B B High School,109072,Village (Rural),Male,Urban Area,Commerce,Bangla Medium,15000 - 40000 TK,No Institutional Education,Primary,Job (Government or Private),No,No,Below 60%,Less than 2 Hours,No,Very Low / Rarely,No,No,Yes,No,Yes,Yes,More than 4 Hours,Yes,Social Media / Entertainment,Available,Available,3,30,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,134,102,76%,7,6%,134.0,102.0,76.0,6.0,76.11940298507463,-0.11940298507462899,6.862745098039216,76.11940298507463,-0.11940298507462899,4,4,3,2,2,2,2,2,2,2,1,4,1,4,3.0,2.5,2.0,0
410,3.00 - 4.49,Dhol Somudra Girls Bidda Niketon,109088,Village (Rural),Female,Rural Area,Arts (Humanities),Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,No,Yes,Less than 2 Hours,Yes,Studying / Educational Content,Available,Available,5,40,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,106,64,60%,4,4%,106.0,64.0,60.0,4.0,60.37735849056604,-0.37735849056603854,6.25,60.37735849056604,-0.37735849056603854,4,4,4,4,4,2,2,4,2,2,4,4,4,4,4.0,3.0,3.5,1
411,3.00 - 4.49,Bohal Guri Islamia B.l Dakhil Madrasah,119595,Village (Rural),Male,Rural Area,Science,Madrasah / Dakhil,15000 - 40000 TK,Primary,Primary,Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,4,30,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,32,29,91%,4,14%,32.0,29.0,91.0,14.0,90.625,0.375,13.793103448275861,90.625,0.375,4,4,4,4,4,2,4,2,4,4,4,4,4,2,4.0,2.5,4.0,1
412,4.50 - 5.00,Telina Dakkhin Para Islamia Dakhil Madrasah,114521,Village (Rural),Female,Rural Area,Science,Madrasah / Dakhil,15000 - 40000 TK,Primary,Primary,Agriculture,Yes,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,No,No,Yes,Less than 2 Hours,Yes,Studying / Educational Content,Not Available,Not Available,1,25,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31,19,61%,0,1%,31.0,19.0,61.0,1.0,61.29032258064516,-0.29032258064516014,0.0,61.29032258064516,-0.29032258064516014,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4.0,3.25,4.0,2
413,3.00 - 4.49,Ramvodra Dakhil Madrasah,109824,Village (Rural),Female,Rural Area,Vocational / Dakhil,Bangla Medium,15000 - 40000 TK,Primary,Primary,Business / Self-employed,No,Yes,Below 60%,Less than 2 Hours,No,Sometimes,Yes,No,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Not Available,4,40,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,20,12,60%,0,0%,20.0,12.0,60.0,0.0,60.0,0.0,0.0,60.0,0.0,4,4,5,4,4,3,4,4,4,4,4,4,4,2,4.2,3.25,4.0,1
414,3.00 - 4.49,Ramvodra Dakhil Madrasah,109824,Village (Rural),Male,Rural Area,Commerce,Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Others,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,Yes,Yes,2 - 4 Hours,No,Both Equally,Not Available,Not Available,3,20,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,20,12,60%,0,0%,20.0,12.0,60.0,0.0,60.0,0.0,0.0,60.0,0.0,4,4,4,4,4,2,2,4,4,4,4,4,3,2,4.0,2.5,3.75,1
415,3.00 - 4.49,Bijoy Smarani Jr. School,109097,Town/City (Urban),Female,Urban Area,Arts (Humanities),Bangla Medium,Below 15000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,No,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,5,65,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,31,15,48%,0,0%,31.0,15.0,48.0,0.0,48.38709677419355,-0.3870967741935516,0.0,48.38709677419355,-0.3870967741935516,5,5,5,5,5,1,5,1,5,5,5,1,4,1,5.0,2.0,3.75,1
416,Below 3.00,Bijoy Smarani Jr. School,109097,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Higher Secondary (HSC) or Above,Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,Yes,Yes,Less than 2 Hours,No,Social Media / Entertainment,Not Available,Not Available,3,40,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,31,15,48%,0,0%,31.0,15.0,48.0,0.0,48.38709677419355,-0.3870967741935516,0.0,48.38709677419355,-0.3870967741935516,3,3,4,3,3,3,3,3,3,1,1,1,1,3,3.2,3.0,1.0,0
